Event_ID,Zone_ID,Camera_ID,Timestamp,Hour,Detection_Type,Detection_Confidence,Movement_Level
CAM_EVT_00079,SGR_ZONE_117,CAM_117_02,2026-08-21 17:27:27,17,Human,0.8345,0.465
CAM_EVT_00080,SGR_ZONE_101,CAM_101_01,2026-08-21 08:32:52,8,Human,0.8314,0.2242
CAM_EVT_00081,SGR_ZONE_141,CAM_141_02,2026-08-21 04:46:24,4,Human,0.9728,0.5125
CAM_EVT_00082,SGR_ZONE_010,CAM_010_02,2026-08-21 00:53:00,0,Animal/False Alarm,0.7131,0.2198
CAM_EVT_00083,SGR_ZONE_146,CAM_146_03,2026-08-21 21:58:26,21,Human,0.8723,0.4857
CAM_EVT_00084,SGR_ZONE_098,CAM_098_01,2026-08-21 05:27:16,5,Human,0.7793,0.2423
CAM_EVT_00085,SGR_ZONE_095,CAM_095_01,2026-08-21 04:09:09,4,Animal/False Alarm,0.8611,0.7767
CAM_EVT_00086,SGR_ZONE_083,CAM_083_01,2026-08-21 12:12:03,12,Human,0.7595,0.3886
CAM_EVT_00087,SGR_ZONE_113,CAM_113_02,2026-08-21 01:53:53,1,Human,0.7329,0.7037
CAM_EVT_00088,SGR_ZONE_003,CAM_003_03,2026-08-21 16:47:46,16,Human,0.9368,0.926
CAM_EVT_00089,SGR_ZONE_085,CAM_085_02,2026-08-21 01:37:49,1,Vehicle,0.7618,0.3023
CAM_EVT_00090,SGR_ZONE_098,CAM_098_02,2026-08-21 19:56:37,19,Human,0.8269,0.8781
CAM_EVT_00091,SGR_ZONE_079,CAM_079_02,2026-08-21 03:09:55,3,Vehicle,0.9501,0.9121
CAM_EVT_00092,SGR_ZONE_145,CAM_145_02,2026-08-21 05:52:01,5,Vehicle,0.7192,0.2344
CAM_EVT_00093,SGR_ZONE_126,CAM_126_03,2026-08-21 22:54:15,22,Vehicle,0.7991,0.6029
CAM_EVT_00094,SGR_ZONE_095,CAM_095_03,2026-08-21 23:24:02,23,Human,0.8859,0.3364
CAM_EVT_00095,SGR_ZONE_096,CAM_096_03,2026-08-21 18:18:20,18,Vehicle,0.9822,0.6515
CAM_EVT_00096,SGR_ZONE_005,CAM_005_02,2026-08-21 00:04:40,0,Human,0.7513,0.2665
CAM_EVT_00097,SGR_ZONE_012,CAM_012_02,2026-08-21 08:25:56,8,Animal/False Alarm,0.7373,0.4476
CAM_EVT_00098,SGR_ZONE_047,CAM_047_01,2026-08-21 15:16:25,15,Vehicle,0.8484,0.3177
CAM_EVT_00099,SGR_ZONE_036,CAM_036_01,2026-08-21 14:55:21,14,Human,0.8732,0.9397
CAM_EVT_00100,SGR_ZONE_014,CAM_014_02,2026-08-21 13:58:55,13,Vehicle,0.8541,0.7404
CAM_EVT_00101,SGR_ZONE_115,CAM_115_03,2026-08-21 12:17:57,12,Vehicle,0.9449,0.7622
CAM_EVT_00102,SGR_ZONE_038,CAM_038_03,2026-08-21 09:38:56,9,Human,0.7304,0.7531
CAM_EVT_00103,SGR_ZONE_017,CAM_017_03,2026-08-21 12:19:24,12,Human,0.8552,0.3749
CAM_EVT_00104,SGR_ZONE_068,CAM_068_02,2026-08-21 14:21:33,14,Vehicle,0.8445,0.2652
CAM_EVT_00105,SGR_ZONE_111,CAM_111_01,2026-08-21 19:25:33,19,Vehicle,0.8098,0.4531
CAM_EVT_00106,SGR_ZONE_059,CAM_059_01,2026-08-21 20:05:05,20,Human,0.9708,0.2057
CAM_EVT_00107,SGR_ZONE_112,CAM_112_02,2026-08-21 22:08:54,22,Human,0.7827,0.33
CAM_EVT_00108,SGR_ZONE_131,CAM_131_03,2026-08-21 05:01:19,5,Human,0.9021,0.9479
CAM_EVT_00109,SGR_ZONE_075,CAM_075_03,2026-08-21 18:56:01,18,Animal/False Alarm,0.7748,0.3282
CAM_EVT_00110,SGR_ZONE_079,CAM_079_03,2026-08-21 05:25:53,5,Vehicle,0.7812,0.7771
CAM_EVT_00111,SGR_ZONE_068,CAM_068_03,2026-08-21 00:25:13,0,Human,0.9135,0.5974
CAM_EVT_00112,SGR_ZONE_064,CAM_064_02,2026-08-21 10:02:32,10,Vehicle,0.7448,0.5609
CAM_EVT_00113,SGR_ZONE_134,CAM_134_02,2026-08-21 01:12:39,1,Vehicle,0.8591,0.6117
CAM_EVT_00114,SGR_ZONE_130,CAM_130_01,2026-08-21 14:23:37,14,Human,0.7008,0.2875
CAM_EVT_00115,SGR_ZONE_094,CAM_094_03,2026-08-21 13:52:55,13,Animal/False Alarm,0.9409,0.9238
CAM_EVT_00116,SGR_ZONE_137,CAM_137_02,2026-08-21 21:59:28,21,Human,0.7193,0.7558
CAM_EVT_00117,SGR_ZONE_072,CAM_072_03,2026-08-21 20:36:04,20,Vehicle,0.7585,0.3227
CAM_EVT_00118,SGR_ZONE_083,CAM_083_03,2026-08-21 09:24:17,9,Vehicle,0.9633,0.4371
CAM_EVT_00119,SGR_ZONE_040,CAM_040_03,2026-08-21 00:22:14,0,Vehicle,0.9609,0.6681
CAM_EVT_00120,SGR_ZONE_145,CAM_145_01,2026-08-21 07:50:38,7,Human,0.8542,0.25
CAM_EVT_00121,SGR_ZONE_134,CAM_134_03,2026-08-21 14:46:28,14,Vehicle,0.7971,0.3045
CAM_EVT_00122,SGR_ZONE_033,CAM_033_02,2026-08-21 00:36:26,0,Animal/False Alarm,0.9287,0.3138
CAM_EVT_00123,SGR_ZONE_033,CAM_033_02,2026-08-21 09:32:53,9,Human,0.9071,0.5705
CAM_EVT_00124,SGR_ZONE_038,CAM_038_01,2026-08-21 23:14:28,23,Human,0.9455,0.2956
CAM_EVT_00125,SGR_ZONE_136,CAM_136_01,2026-08-21 18:50:35,18,Vehicle,0.8186,0.7789
CAM_EVT_00126,SGR_ZONE_036,CAM_036_02,2026-08-21 09:39:37,9,Human,0.8003,0.3362
CAM_EVT_00127,SGR_ZONE_134,CAM_134_03,2026-08-21 12:39:17,12,Vehicle,0.9747,0.315
CAM_EVT_00128,SGR_ZONE_111,CAM_111_03,2026-08-21 23:36:07,23,Animal/False Alarm,0.8639,0.7225
CAM_EVT_00129,SGR_ZONE_127,CAM_127_02,2026-08-21 18:28:13,18,Vehicle,0.8086,0.2517
CAM_EVT_00130,SGR_ZONE_040,CAM_040_01,2026-08-21 20:25:45,20,Animal/False Alarm,0.8307,0.2849
CAM_EVT_00131,SGR_ZONE_057,CAM_057_01,2026-08-21 20:46:08,20,Animal/False Alarm,0.8505,0.6435
CAM_EVT_00132,SGR_ZONE_053,CAM_053_01,2026-08-21 02:51:24,2,Human,0.9285,0.6528
CAM_EVT_00133,SGR_ZONE_090,CAM_090_03,2026-08-21 16:42:58,16,Animal/False Alarm,0.8351,0.5606
CAM_EVT_00134,SGR_ZONE_108,CAM_108_03,2026-08-21 05:52:23,5,Human,0.7512,0.5738
CAM_EVT_00135,SGR_ZONE_029,CAM_029_03,2026-08-21 16:06:16,16,Human,0.7638,0.3595
CAM_EVT_00136,SGR_ZONE_084,CAM_084_01,2026-08-21 07:48:06,7,Human,0.8202,0.264
CAM_EVT_00137,SGR_ZONE_001,CAM_001_01,2026-08-21 16:44:28,16,Human,0.8238,0.7998
CAM_EVT_00138,SGR_ZONE_030,CAM_030_03,2026-08-21 01:53:27,1,Human,0.9249,0.54
CAM_EVT_00139,SGR_ZONE_113,CAM_113_02,2026-08-21 07:28:54,7,Vehicle,0.922,0.2772
CAM_EVT_00140,SGR_ZONE_103,CAM_103_03,2026-08-21 00:22:54,0,Human,0.7785,0.683
CAM_EVT_00141,SGR_ZONE_032,CAM_032_02,2026-08-21 02:23:22,2,Animal/False Alarm,0.8183,0.6138
CAM_EVT_00142,SGR_ZONE_072,CAM_072_02,2026-08-21 14:07:33,14,Human,0.8651,0.8656
CAM_EVT_00143,SGR_ZONE_035,CAM_035_02,2026-08-21 19:36:53,19,Vehicle,0.934,0.922
CAM_EVT_00144,SGR_ZONE_142,CAM_142_03,2026-08-21 00:22:20,0,Human,0.7252,0.6749
CAM_EVT_00145,SGR_ZONE_147,CAM_147_01,2026-08-21 00:46:04,0,Animal/False Alarm,0.8864,0.728
CAM_EVT_00146,SGR_ZONE_148,CAM_148_03,2026-08-21 11:19:04,11,Human,0.8101,0.6427
CAM_EVT_00147,SGR_ZONE_037,CAM_037_02,2026-08-21 02:51:57,2,Vehicle,0.8052,0.8458
CAM_EVT_00148,SGR_ZONE_086,CAM_086_01,2026-08-21 16:49:50,16,Animal/False Alarm,0.8414,0.8709
CAM_EVT_00149,SGR_ZONE_014,CAM_014_01,2026-08-21 21:21:42,21,Vehicle,0.8837,0.3934
CAM_EVT_00150,SGR_ZONE_004,CAM_004_02,2026-08-21 10:05:17,10,Vehicle,0.7498,0.4042
CAM_EVT_00151,SGR_ZONE_128,CAM_128_01,2026-08-21 04:24:37,4,Animal/False Alarm,0.8444,0.2504
CAM_EVT_00152,SGR_ZONE_122,CAM_122_03,2026-08-21 05:26:39,5,Human,0.7406,0.3978
CAM_EVT_00153,SGR_ZONE_098,CAM_098_01,2026-08-21 20:27:57,20,Vehicle,0.7509,0.8858
CAM_EVT_00154,SGR_ZONE_046,CAM_046_02,2026-08-21 03:50:25,3,Human,0.914,0.2621
CAM_EVT_00155,SGR_ZONE_029,CAM_029_01,2026-08-21 06:39:34,6,Animal/False Alarm,0.8268,0.8866
CAM_EVT_00156,SGR_ZONE_054,CAM_054_02,2026-08-21 23:32:57,23,Human,0.9767,0.3013
CAM_EVT_00157,SGR_ZONE_036,CAM_036_03,2026-08-21 12:42:33,12,Human,0.8726,0.2386
CAM_EVT_00158,SGR_ZONE_073,CAM_073_01,2026-08-21 07:41:24,7,Human,0.8197,0.7287
CAM_EVT_00159,SGR_ZONE_039,CAM_039_03,2026-08-21 05:33:11,5,Animal/False Alarm,0.9318,0.721
CAM_EVT_00160,SGR_ZONE_019,CAM_019_01,2026-08-21 09:56:54,9,Human,0.966,0.3026
CAM_EVT_00161,SGR_ZONE_047,CAM_047_02,2026-08-21 16:22:36,16,Animal/False Alarm,0.9199,0.6792
CAM_EVT_00162,SGR_ZONE_118,CAM_118_02,2026-08-21 08:44:25,8,Animal/False Alarm,0.962,0.685
CAM_EVT_00163,SGR_ZONE_047,CAM_047_02,2026-08-21 21:57:06,21,Vehicle,0.9898,0.6169
CAM_EVT_00164,SGR_ZONE_014,CAM_014_03,2026-08-21 17:58:22,17,Vehicle,0.7862,0.8933
CAM_EVT_00165,SGR_ZONE_082,CAM_082_03,2026-08-21 09:38:16,9,Animal/False Alarm,0.9449,0.4393
CAM_EVT_00166,SGR_ZONE_014,CAM_014_03,2026-08-21 02:36:42,2,Human,0.8626,0.5608
CAM_EVT_00167,SGR_ZONE_108,CAM_108_03,2026-08-21 12:17:32,12,Human,0.8565,0.793
CAM_EVT_00168,SGR_ZONE_016,CAM_016_01,2026-08-21 09:33:29,9,Vehicle,0.7676,0.2183
CAM_EVT_00169,SGR_ZONE_013,CAM_013_01,2026-08-21 13:51:28,13,Human,0.9705,0.2525
CAM_EVT_00170,SGR_ZONE_062,CAM_062_01,2026-08-21 09:29:24,9,Vehicle,0.8684,0.4038
CAM_EVT_00171,SGR_ZONE_103,CAM_103_01,2026-08-21 23:29:49,23,Vehicle,0.701,0.5505
CAM_EVT_00172,SGR_ZONE_068,CAM_068_02,2026-08-21 13:14:08,13,Human,0.7122,0.2134
CAM_EVT_00173,SGR_ZONE_143,CAM_143_01,2026-08-21 04:36:42,4,Human,0.7361,0.9173
CAM_EVT_00174,SGR_ZONE_124,CAM_124_02,2026-08-21 12:33:24,12,Animal/False Alarm,0.9564,0.6506
CAM_EVT_00175,SGR_ZONE_052,CAM_052_03,2026-08-21 18:44:45,18,Human,0.943,0.3729
CAM_EVT_00176,SGR_ZONE_074,CAM_074_03,2026-08-21 02:55:05,2,Human,0.7639,0.3398
CAM_EVT_00177,SGR_ZONE_005,CAM_005_01,2026-08-21 19:57:48,19,Vehicle,0.7627,0.5887
CAM_EVT_00178,SGR_ZONE_061,CAM_061_03,2026-08-21 23:02:31,23,Human,0.9199,0.722
CAM_EVT_00179,SGR_ZONE_013,CAM_013_01,2026-08-21 01:10:40,1,Vehicle,0.872,0.6351
CAM_EVT_00180,SGR_ZONE_067,CAM_067_03,2026-08-21 11:41:08,11,Human,0.9577,0.9167
CAM_EVT_00181,SGR_ZONE_040,CAM_040_01,2026-08-21 14:37:07,14,Vehicle,0.7252,0.5063
CAM_EVT_00182,SGR_ZONE_133,CAM_133_02,2026-08-21 04:12:16,4,Vehicle,0.979,0.2821
CAM_EVT_00183,SGR_ZONE_114,CAM_114_01,2026-08-21 23:39:33,23,Vehicle,0.8718,0.8185
CAM_EVT_00184,SGR_ZONE_040,CAM_040_03,2026-08-21 15:39:27,15,Animal/False Alarm,0.9128,0.5909
CAM_EVT_00185,SGR_ZONE_097,CAM_097_03,2026-08-21 20:41:35,20,Animal/False Alarm,0.9054,0.8278
CAM_EVT_00186,SGR_ZONE_007,CAM_007_01,2026-08-21 22:41:09,22,Animal/False Alarm,0.9528,0.2219
CAM_EVT_00187,SGR_ZONE_107,CAM_107_01,2026-08-21 13:12:28,13,Vehicle,0.7466,0.8135
CAM_EVT_00188,SGR_ZONE_012,CAM_012_03,2026-08-21 08:16:39,8,Human,0.7244,0.4448
CAM_EVT_00189,SGR_ZONE_098,CAM_098_01,2026-08-21 09:40:31,9,Vehicle,0.731,0.7708
CAM_EVT_00190,SGR_ZONE_063,CAM_063_03,2026-08-21 03:49:03,3,Animal/False Alarm,0.7297,0.9029
CAM_EVT_00191,SGR_ZONE_017,CAM_017_02,2026-08-21 23:58:17,23,Vehicle,0.8373,0.2434
CAM_EVT_00192,SGR_ZONE_050,CAM_050_02,2026-08-21 02:51:11,2,Animal/False Alarm,0.981,0.7622
CAM_EVT_00193,SGR_ZONE_007,CAM_007_01,2026-08-21 18:10:57,18,Human,0.7938,0.5665
CAM_EVT_00194,SGR_ZONE_026,CAM_026_02,2026-08-21 12:40:38,12,Human,0.9892,0.5196
CAM_EVT_00195,SGR_ZONE_015,CAM_015_03,2026-08-21 14:13:19,14,Animal/False Alarm,0.7865,0.83
CAM_EVT_00196,SGR_ZONE_022,CAM_022_03,2026-08-21 20:46:15,20,Human,0.9758,0.3133
CAM_EVT_00197,SGR_ZONE_101,CAM_101_03,2026-08-21 00:57:59,0,Animal/False Alarm,0.9204,0.5317
CAM_EVT_00198,SGR_ZONE_015,CAM_015_02,2026-08-21 11:17:14,11,Human,0.709,0.6888
CAM_EVT_00199,SGR_ZONE_027,CAM_027_02,2026-08-21 13:49:51,13,Human,0.7264,0.3152
CAM_EVT_00200,SGR_ZONE_131,CAM_131_01,2026-08-21 02:19:45,2,Human,0.7094,0.8906
CAM_EVT_00201,SGR_ZONE_015,CAM_015_01,2026-08-21 19:35:08,19,Human,0.8735,0.6555
CAM_EVT_00202,SGR_ZONE_063,CAM_063_02,2026-08-21 10:12:16,10,Vehicle,0.778,0.7982
CAM_EVT_00203,SGR_ZONE_072,CAM_072_01,2026-08-21 05:31:10,5,Human,0.8138,0.56
CAM_EVT_00204,SGR_ZONE_045,CAM_045_01,2026-08-21 21:50:23,21,Animal/False Alarm,0.9262,0.2297
CAM_EVT_00205,SGR_ZONE_041,CAM_041_01,2026-08-21 21:21:27,21,Human,0.8656,0.2138
CAM_EVT_00206,SGR_ZONE_148,CAM_148_01,2026-08-21 01:32:32,1,Vehicle,0.7028,0.4448
CAM_EVT_00207,SGR_ZONE_077,CAM_077_02,2026-08-21 13:57:49,13,Human,0.7385,0.6257
CAM_EVT_00208,SGR_ZONE_143,CAM_143_02,2026-08-21 02:58:05,2,Human,0.8944,0.9137
CAM_EVT_00209,SGR_ZONE_009,CAM_009_02,2026-08-21 11:07:07,11,Vehicle,0.8778,0.4241
CAM_EVT_00210,SGR_ZONE_092,CAM_092_02,2026-08-21 10:19:15,10,Vehicle,0.8776,0.5633
CAM_EVT_00211,SGR_ZONE_132,CAM_132_02,2026-08-21 08:59:41,8,Animal/False Alarm,0.8312,0.6827
CAM_EVT_00212,SGR_ZONE_014,CAM_014_03,2026-08-21 12:50:57,12,Vehicle,0.8721,0.6877
CAM_EVT_00213,SGR_ZONE_147,CAM_147_03,2026-08-21 20:54:31,20,Vehicle,0.9158,0.8539
CAM_EVT_00214,SGR_ZONE_051,CAM_051_02,2026-08-21 23:40:58,23,Human,0.8894,0.4492
CAM_EVT_00215,SGR_ZONE_131,CAM_131_02,2026-08-21 14:32:06,14,Human,0.764,0.5138
CAM_EVT_00216,SGR_ZONE_076,CAM_076_01,2026-08-21 19:36:03,19,Animal/False Alarm,0.9109,0.757
CAM_EVT_00217,SGR_ZONE_108,CAM_108_02,2026-08-21 08:35:57,8,Animal/False Alarm,0.7116,0.8503
CAM_EVT_00218,SGR_ZONE_117,CAM_117_02,2026-08-21 05:38:41,5,Vehicle,0.9533,0.8755
CAM_EVT_00219,SGR_ZONE_115,CAM_115_02,2026-08-21 07:20:14,7,Animal/False Alarm,0.7611,0.6672
CAM_EVT_00220,SGR_ZONE_099,CAM_099_02,2026-08-21 11:13:13,11,Vehicle,0.9636,0.3348
CAM_EVT_00221,SGR_ZONE_002,CAM_002_03,2026-08-21 21:59:46,21,Human,0.72,0.5279
CAM_EVT_00222,SGR_ZONE_014,CAM_014_03,2026-08-21 01:34:36,1,Human,0.872,0.3226
CAM_EVT_00223,SGR_ZONE_005,CAM_005_03,2026-08-21 22:46:30,22,Vehicle,0.8736,0.4975
CAM_EVT_00224,SGR_ZONE_139,CAM_139_02,2026-08-21 09:11:29,9,Human,0.7492,0.5898
CAM_EVT_00225,SGR_ZONE_105,CAM_105_01,2026-08-21 21:19:27,21,Human,0.8705,0.9114
CAM_EVT_00226,SGR_ZONE_121,CAM_121_03,2026-08-21 16:55:43,16,Vehicle,0.8925,0.556
CAM_EVT_00227,SGR_ZONE_056,CAM_056_03,2026-08-21 17:13:01,17,Animal/False Alarm,0.7597,0.2839
CAM_EVT_00228,SGR_ZONE_037,CAM_037_02,2026-08-21 20:58:04,20,Human,0.7354,0.5391
CAM_EVT_00229,SGR_ZONE_012,CAM_012_02,2026-08-21 01:24:49,1,Human,0.8392,0.7145
CAM_EVT_00230,SGR_ZONE_029,CAM_029_01,2026-08-21 22:43:37,22,Vehicle,0.7737,0.5913
