Zone_ID,Week,Zone_Area_SqKm,Terrain_Difficulty,Patrols_Conducted,Morning_Shifts,Afternoon_Shifts,Night_Shifts,Coverage_Pct,Blind_Spots,Max_Gap_Hours,Vehicles_Available,Drones_Deployed,Readiness_Score,Alert_Level
SGR_ZONE_003,11,2.97,0.99,8,2,2,4,100.0,0,20.8,3,0,82.0,GREEN
SGR_ZONE_003,12,2.97,0.99,7,2,2,3,82.9,1,23.8,1,0,50.2,AMBER
SGR_ZONE_004,1,4.62,0.93,13,4,3,6,100.0,0,12.0,2,0,78.0,GREEN
SGR_ZONE_004,2,4.62,0.93,14,4,4,6,100.0,0,11.1,1,0,68.0,AMBER
SGR_ZONE_004,3,4.62,0.93,12,4,3,5,90.4,0,13.0,1,0,61.1,AMBER
SGR_ZONE_004,4,4.62,0.93,12,4,3,5,97.7,0,13.0,2,0,74.1,GREEN
SGR_ZONE_004,5,4.62,0.93,11,3,3,5,91.7,0,14.2,1,0,61.7,AMBER
SGR_ZONE_004,6,4.62,0.93,14,4,4,6,100.0,0,11.1,2,0,78.0,GREEN
SGR_ZONE_004,7,4.62,0.93,12,4,3,5,92.2,0,13.0,3,0,81.9,GREEN
SGR_ZONE_004,8,4.62,0.93,13,4,3,6,100.0,0,12.0,2,0,78.0,GREEN
SGR_ZONE_004,9,4.62,0.93,10,3,3,4,76.0,2,15.6,3,0,68.4,AMBER
SGR_ZONE_004,10,4.62,0.93,10,3,3,4,84.2,1,15.6,1,0,53.7,AMBER
SGR_ZONE_004,11,4.62,0.93,12,4,3,5,87.4,1,13.0,3,0,78.0,GREEN
SGR_ZONE_004,12,4.62,0.93,10,3,3,4,79.2,2,15.6,1,0,49.7,AMBER
SGR_ZONE_005,1,3.56,0.54,10,3,3,4,100.0,0,9.0,2,0,72.0,GREEN
SGR_ZONE_005,2,3.56,0.54,10,3,3,4,98.8,0,9.0,2,0,71.5,GREEN
SGR_ZONE_005,3,3.56,0.54,11,3,3,5,100.0,0,8.2,1,0,65.0,AMBER
SGR_ZONE_005,4,3.56,0.54,10,3,3,4,100.0,0,9.0,3,0,82.0,GREEN
SGR_ZONE_005,5,3.56,0.54,10,3,3,4,100.0,0,9.0,2,0,72.0,GREEN
SGR_ZONE_005,6,3.56,0.54,14,4,4,6,100.0,0,6.4,1,0,68.0,AMBER
SGR_ZONE_005,7,3.56,0.54,12,4,3,5,100.0,0,7.5,1,0,65.0,AMBER
SGR_ZONE_005,8,3.56,0.54,13,4,3,6,100.0,0,6.9,2,0,78.0,GREEN
SGR_ZONE_005,9,3.56,0.54,13,4,3,6,100.0,0,6.9,3,0,88.0,GREEN
SGR_ZONE_005,10,3.56,0.54,10,3,3,4,100.0,0,9.0,1,0,62.0,AMBER
SGR_ZONE_005,11,3.56,0.54,13,4,3,6,100.0,0,6.9,2,0,78.0,GREEN
SGR_ZONE_005,12,3.56,0.54,12,4,3,5,100.0,0,7.5,1,0,65.0,AMBER
SGR_ZONE_006,1,3.96,0.66,14,4,4,6,100.0,0,7.9,3,0,88.0,GREEN
SGR_ZONE_006,2,3.96,0.66,15,5,4,6,100.0,0,7.3,3,0,88.0,GREEN
SGR_ZONE_006,3,3.96,0.66,14,4,4,6,100.0,0,7.9,3,0,88.0,GREEN
SGR_ZONE_006,4,3.96,0.66,15,5,4,6,100.0,0,7.3,3,0,88.0,GREEN
SGR_ZONE_006,5,3.96,0.66,13,4,3,6,100.0,0,8.5,3,0,88.0,GREEN
SGR_ZONE_006,6,3.96,0.66,15,5,4,6,100.0,0,7.3,2,0,78.0,GREEN
SGR_ZONE_006,7,3.96,0.66,13,4,3,6,100.0,0,8.5,2,0,78.0,GREEN
SGR_ZONE_006,8,3.96,0.66,12,4,3,5,100.0,0,9.2,1,0,65.0,AMBER
SGR_ZONE_006,9,3.96,0.66,13,4,3,6,100.0,0,8.5,2,0,78.0,GREEN
SGR_ZONE_006,10,3.96,0.66,15,5,4,6,100.0,0,7.3,3,0,88.0,GREEN
SGR_ZONE_006,11,3.96,0.66,12,4,3,5,100.0,0,9.2,3,0,85.0,GREEN
SGR_ZONE_006,12,3.96,0.66,14,4,4,6,100.0,0,7.9,2,0,78.0,GREEN
SGR_ZONE_007,1,12.14,0.75,27,9,8,10,72.4,2,4.7,2,0,75.0,GREEN
SGR_ZONE_007,2,12.14,0.75,30,10,9,11,87.0,1,4.2,2,0,85.8,GREEN
SGR_ZONE_007,3,12.14,0.75,27,9,8,10,80.0,2,4.7,1,0,68.0,AMBER
SGR_ZONE_007,4,12.14,0.75,28,9,8,11,75.2,2,4.5,2,0,79.1,GREEN
SGR_ZONE_007,5,12.14,0.75,28,9,8,11,83.2,1,4.5,1,0,74.3,GREEN
SGR_ZONE_007,6,12.14,0.75,27,9,8,10,72.6,2,4.7,1,0,65.1,AMBER
SGR_ZONE_007,7,12.14,0.75,31,10,9,12,83.8,1,4.1,3,0,97.5,GREEN
SGR_ZONE_007,8,12.14,0.75,29,10,8,11,85.4,1,4.3,1,0,75.2,GREEN
SGR_ZONE_007,9,12.14,0.75,30,10,9,11,86.0,1,4.2,2,0,85.4,GREEN
SGR_ZONE_007,10,12.14,0.75,31,10,9,12,88.4,1,4.1,3,0,99.4,GREEN
SGR_ZONE_007,11,12.14,0.75,29,10,8,11,87.5,1,4.3,2,0,86.0,GREEN
SGR_ZONE_007,12,12.14,0.75,27,9,8,10,78.7,2,4.7,1,0,67.5,AMBER
SGR_ZONE_008,1,4.54,0.81,15,5,4,6,100.0,0,9.0,1,0,68.0,AMBER
SGR_ZONE_008,2,4.54,0.81,12,4,3,5,100.0,0,11.3,2,0,75.0,GREEN
SGR_ZONE_008,3,4.54,0.81,16,5,4,7,100.0,0,8.5,2,0,81.0,GREEN
SGR_ZONE_008,4,4.54,0.81,14,4,4,6,100.0,0,9.7,1,0,68.0,AMBER
SGR_ZONE_008,5,4.54,0.81,16,5,4,7,100.0,0,8.5,1,0,71.0,GREEN
SGR_ZONE_008,6,4.54,0.81,14,4,4,6,100.0,0,9.7,3,0,88.0,GREEN
SGR_ZONE_008,7,4.54,0.81,16,5,4,7,100.0,0,8.5,3,0,91.0,GREEN
SGR_ZONE_008,8,4.54,0.81,12,4,3,5,92.1,0,11.3,2,0,71.8,GREEN
SGR_ZONE_008,9,4.54,0.81,12,4,3,5,93.2,0,11.3,2,0,72.3,GREEN
SGR_ZONE_008,10,4.54,0.81,13,4,3,6,100.0,0,10.4,2,0,78.0,GREEN
SGR_ZONE_008,11,4.54,0.81,13,4,3,6,100.0,0,10.4,2,0,78.0,GREEN
SGR_ZONE_008,12,4.54,0.81,13,4,3,6,98.8,0,10.4,2,0,77.5,GREEN
SGR_ZONE_009,1,13.41,0.82,27,9,8,10,73.0,2,5.1,3,0,85.2,GREEN
SGR_ZONE_009,2,13.41,0.82,31,10,9,12,76.9,2,4.4,2,0,82.8,GREEN
SGR_ZONE_009,3,13.41,0.82,29,10,8,11,71.3,2,4.7,1,0,67.5,AMBER
SGR_ZONE_009,4,13.41,0.82,30,10,9,11,77.7,2,4.6,1,0,70.1,GREEN
SGR_ZONE_009,5,13.41,0.82,30,10,9,11,82.0,1,4.6,1,0,73.8,GREEN
SGR_ZONE_009,6,13.41,0.82,30,10,9,11,83.3,1,4.6,3,0,94.3,GREEN
SGR_ZONE_009,7,13.41,0.82,30,10,9,11,78.7,2,4.6,3,0,90.5,GREEN
SGR_ZONE_009,8,13.41,0.82,29,10,8,11,74.5,2,4.7,3,0,88.8,GREEN
SGR_ZONE_009,9,13.41,0.82,31,10,9,12,85.1,1,4.4,2,0,88.0,GREEN
SGR_ZONE_009,10,13.41,0.82,27,9,8,10,63.1,3,5.1,2,0,69.2,AMBER
SGR_ZONE_009,11,13.41,0.82,29,10,8,11,69.4,3,4.7,1,0,64.8,AMBER
SGR_ZONE_009,12,13.41,0.82,31,10,9,12,76.6,2,4.4,1,0,72.6,GREEN
SGR_ZONE_010,1,7.94,0.89,21,7,6,8,95.9,0,7.1,1,0,72.3,GREEN
SGR_ZONE_010,2,7.94,0.89,20,7,6,7,89.7,1,7.5,2,0,74.9,GREEN
SGR_ZONE_010,3,7.94,0.89,21,7,6,8,98.2,0,7.1,3,0,93.3,GREEN
SGR_ZONE_010,4,7.94,0.89,21,7,6,8,92.9,0,7.1,3,0,91.2,GREEN
SGR_ZONE_010,5,7.94,0.89,20,7,6,7,82.3,1,7.5,1,0,61.9,AMBER
SGR_ZONE_010,6,7.94,0.89,19,6,5,8,87.9,1,7.9,1,0,67.2,AMBER
SGR_ZONE_010,7,7.94,0.89,20,7,6,7,95.7,0,7.5,3,0,89.3,GREEN
SGR_ZONE_010,8,7.94,0.89,20,7,6,7,85.6,1,7.5,2,0,73.2,GREEN
SGR_ZONE_010,9,7.94,0.89,19,6,5,8,87.5,1,7.9,1,0,67.0,AMBER
SGR_ZONE_010,10,7.94,0.89,19,6,5,8,91.9,0,7.9,3,0,90.8,GREEN
SGR_ZONE_010,11,7.94,0.89,23,8,6,9,100.0,0,6.5,3,0,97.0,GREEN
SGR_ZONE_010,12,7.94,0.89,21,7,6,8,90.0,0,7.1,3,0,90.0,GREEN
SGR_ZONE_011,1,11.85,0.31,31,10,9,12,85.0,1,1.7,2,0,88.0,GREEN
SGR_ZONE_011,2,11.85,0.31,30,10,9,11,83.3,1,1.7,2,0,84.3,GREEN
SGR_ZONE_011,3,11.85,0.31,28,9,8,11,82.4,1,1.9,3,0,93.9,GREEN
SGR_ZONE_011,4,11.85,0.31,30,10,9,11,83.3,1,1.7,2,0,84.3,GREEN
SGR_ZONE_011,5,11.85,0.31,31,10,9,12,89.5,1,1.7,2,0,89.8,GREEN
SGR_ZONE_011,6,11.85,0.31,31,10,9,12,96.9,0,1.7,3,0,100.0,GREEN
SGR_ZONE_011,7,11.85,0.31,28,9,8,11,84.4,1,1.9,2,0,84.8,GREEN
SGR_ZONE_011,8,11.85,0.31,27,9,8,10,80.2,1,1.9,1,0,70.1,GREEN
SGR_ZONE_011,9,11.85,0.31,30,10,9,11,90.0,1,1.7,3,0,97.0,GREEN
SGR_ZONE_011,10,11.85,0.31,28,9,8,11,75.4,2,1.9,3,0,89.2,GREEN
SGR_ZONE_011,11,11.85,0.31,30,10,9,11,89.3,1,1.7,2,0,86.7,GREEN
SGR_ZONE_011,12,11.85,0.31,29,10,8,11,87.5,1,1.8,1,0,76.0,GREEN
SGR_ZONE_012,1,12.55,0.87,31,10,9,12,91.1,0,4.7,2,0,92.4,GREEN
SGR_ZONE_012,2,12.55,0.87,31,10,9,12,81.7,1,4.7,1,0,76.7,GREEN
SGR_ZONE_012,3,12.55,0.87,32,11,9,12,83.0,1,4.6,2,0,87.2,GREEN
SGR_ZONE_012,4,12.55,0.87,33,11,9,13,85.6,1,4.5,3,0,100.0,GREEN
SGR_ZONE_012,5,12.55,0.87,29,10,8,11,83.2,1,5.1,1,0,74.3,GREEN
SGR_ZONE_012,6,12.55,0.87,30,10,9,11,86.3,1,4.9,2,0,85.5,GREEN
SGR_ZONE_012,7,12.55,0.87,30,10,9,11,80.0,2,4.9,3,0,91.0,GREEN
SGR_ZONE_012,8,12.55,0.87,32,11,9,12,91.9,0,4.6,2,0,92.8,GREEN
SGR_ZONE_012,9,12.55,0.87,33,11,9,13,98.2,0,4.5,1,0,88.3,GREEN
SGR_ZONE_012,10,12.55,0.87,33,11,9,13,98.7,0,4.5,2,0,98.5,GREEN
SGR_ZONE_012,11,12.55,0.87,33,11,9,13,95.4,0,4.5,3,0,100.0,GREEN
SGR_ZONE_012,12,12.55,0.87,29,10,8,11,84.4,1,5.1,2,0,84.7,GREEN
SGR_ZONE_013,1,5.25,0.71,18,6,5,7,100.0,0,6.6,1,0,71.0,GREEN
SGR_ZONE_013,2,5.25,0.71,15,5,4,6,98.6,0,7.9,2,0,77.4,GREEN
SGR_ZONE_013,3,5.25,0.71,15,5,4,6,100.0,0,7.9,1,0,68.0,AMBER
SGR_ZONE_013,4,5.25,0.71,19,6,5,8,100.0,0,6.2,1,0,74.0,GREEN
SGR_ZONE_013,5,5.25,0.71,18,6,5,7,100.0,0,6.6,1,0,71.0,GREEN
SGR_ZONE_013,6,5.25,0.71,17,5,5,7,100.0,0,7.0,3,0,91.0,GREEN
SGR_ZONE_013,7,5.25,0.71,18,6,5,7,100.0,0,6.6,3,0,91.0,GREEN
SGR_ZONE_013,8,5.25,0.71,16,5,4,7,100.0,0,7.4,1,0,71.0,GREEN
SGR_ZONE_013,9,5.25,0.71,19,6,5,8,100.0,0,6.2,1,0,74.0,GREEN
SGR_ZONE_013,10,5.25,0.71,18,6,5,7,100.0,0,6.6,1,0,71.0,GREEN
SGR_ZONE_013,11,5.25,0.71,15,5,4,6,96.7,0,7.9,1,0,66.7,AMBER
SGR_ZONE_013,12,5.25,0.71,16,5,4,7,100.0,0,7.4,2,0,81.0,GREEN
SGR_ZONE_014,1,9.14,0.61,25,8,7,10,98.2,0,4.1,3,0,99.3,GREEN
SGR_ZONE_014,2,9.14,0.61,26,9,7,10,100.0,0,3.9,2,0,90.0,GREEN
SGR_ZONE_014,3,9.14,0.61,26,9,7,10,100.0,0,3.9,2,0,90.0,GREEN
SGR_ZONE_014,4,9.14,0.61,27,9,8,10,98.3,0,3.8,1,0,79.3,GREEN
SGR_ZONE_014,5,9.14,0.61,24,8,7,9,97.3,0,4.3,2,0,85.9,GREEN
SGR_ZONE_014,6,9.14,0.61,27,9,8,10,100.0,0,3.8,2,0,90.0,GREEN
SGR_ZONE_014,7,9.14,0.61,25,8,7,10,96.3,0,4.1,1,0,78.5,GREEN
SGR_ZONE_014,8,9.14,0.61,23,8,6,9,93.4,0,4.4,1,0,74.4,GREEN
SGR_ZONE_014,9,9.14,0.61,23,8,6,9,89.1,1,4.4,2,0,80.6,GREEN
SGR_ZONE_014,10,9.14,0.61,26,9,7,10,92.5,0,3.9,1,0,77.0,GREEN
SGR_ZONE_014,11,9.14,0.61,26,9,7,10,99.7,0,3.9,3,0,99.9,GREEN
SGR_ZONE_014,12,9.14,0.61,24,8,7,9,97.5,0,4.3,3,0,96.0,GREEN
SGR_ZONE_015,1,7.65,0.48,20,7,6,7,94.5,0,4.0,1,0,68.8,AMBER
SGR_ZONE_015,2,7.65,0.48,17,5,5,7,83.4,1,4.7,3,0,82.4,GREEN
SGR_ZONE_015,3,7.65,0.48,21,7,6,8,94.0,0,3.8,1,0,71.6,GREEN
SGR_ZONE_015,4,7.65,0.48,20,7,6,7,90.2,0,4.0,1,0,67.1,AMBER
SGR_ZONE_015,5,7.65,0.48,21,7,6,8,100.0,0,3.8,1,0,74.0,GREEN
SGR_ZONE_015,6,7.65,0.48,21,7,6,8,91.1,0,3.8,1,0,70.4,GREEN
SGR_ZONE_015,7,7.65,0.48,21,7,6,8,100.0,0,3.8,1,0,74.0,GREEN
SGR_ZONE_015,8,7.65,0.48,20,7,6,7,94.2,0,4.0,1,0,68.7,AMBER
SGR_ZONE_015,9,7.65,0.48,18,6,5,7,79.3,2,4.5,1,0,58.7,AMBER
SGR_ZONE_015,10,7.65,0.48,17,5,5,7,81.7,1,4.7,2,0,71.7,GREEN
SGR_ZONE_015,11,7.65,0.48,19,6,5,8,94.9,0,4.2,1,0,72.0,GREEN
SGR_ZONE_015,12,7.65,0.48,19,6,5,8,85.6,1,4.2,2,0,76.2,GREEN
SGR_ZONE_016,1,7.92,0.73,20,7,6,7,91.7,0,6.2,2,0,77.7,GREEN
SGR_ZONE_016,2,7.92,0.73,20,7,6,7,90.7,0,6.2,1,0,67.3,AMBER
SGR_ZONE_016,3,7.92,0.73,17,5,5,7,72.8,2,7.3,3,0,76.1,GREEN
SGR_ZONE_016,4,7.92,0.73,17,5,5,7,73.1,2,7.3,1,0,56.2,AMBER
SGR_ZONE_016,5,7.92,0.73,20,7,6,7,91.0,0,6.2,1,0,67.4,AMBER
SGR_ZONE_016,6,7.92,0.73,21,7,6,8,100.0,0,5.9,1,0,74.0,GREEN
SGR_ZONE_016,7,7.92,0.73,18,6,5,7,79.5,2,6.9,1,0,58.8,AMBER
SGR_ZONE_016,8,7.92,0.73,17,5,5,7,75.2,2,7.3,2,0,67.1,AMBER
SGR_ZONE_016,9,7.92,0.73,18,6,5,7,81.5,1,6.9,1,0,61.6,AMBER
SGR_ZONE_016,10,7.92,0.73,17,5,5,7,80.6,1,7.3,2,0,71.2,GREEN
SGR_ZONE_016,11,7.92,0.73,17,5,5,7,74.6,2,7.3,2,0,66.8,AMBER
SGR_ZONE_016,12,7.92,0.73,17,5,5,7,83.5,1,7.3,3,0,82.4,GREEN
SGR_ZONE_017,1,9.4,0.34,21,7,6,8,72.0,2,2.8,1,0,58.8,AMBER
SGR_ZONE_017,2,9.4,0.34,22,7,6,9,85.8,1,2.6,3,0,89.3,GREEN
SGR_ZONE_017,3,9.4,0.34,23,8,6,9,92.1,0,2.5,1,0,73.8,GREEN
SGR_ZONE_017,4,9.4,0.34,23,8,6,9,88.0,1,2.5,2,0,80.2,GREEN
SGR_ZONE_017,5,9.4,0.34,20,7,6,7,72.1,2,2.9,1,0,55.8,AMBER
SGR_ZONE_017,6,9.4,0.34,19,6,5,8,64.8,3,3.0,3,0,73.9,GREEN
SGR_ZONE_017,7,9.4,0.34,23,8,6,9,86.2,1,2.5,2,0,79.5,GREEN
SGR_ZONE_017,8,9.4,0.34,19,6,5,8,72.9,2,3.0,2,0,69.2,AMBER
SGR_ZONE_017,9,9.4,0.34,22,7,6,9,77.6,2,2.6,3,0,84.0,GREEN
SGR_ZONE_017,10,9.4,0.34,20,7,6,7,73.9,2,2.9,2,0,66.6,AMBER
SGR_ZONE_017,11,9.4,0.34,21,7,6,8,77.8,2,2.8,1,0,61.1,AMBER
SGR_ZONE_017,12,9.4,0.34,22,7,6,9,82.0,1,2.6,2,0,77.8,GREEN
SGR_ZONE_018,1,12.29,0.71,33,11,9,13,96.3,0,3.6,3,0,100.0,GREEN
SGR_ZONE_018,2,12.29,0.71,31,10,9,12,94.7,0,3.9,2,0,93.9,GREEN
SGR_ZONE_018,3,12.29,0.71,30,10,9,11,87.2,1,4.0,2,0,85.9,GREEN
SGR_ZONE_018,4,12.29,0.71,31,10,9,12,82.5,1,3.9,2,0,87.0,GREEN
SGR_ZONE_018,5,12.29,0.71,32,11,9,12,92.1,0,3.7,1,0,82.8,GREEN
SGR_ZONE_018,6,12.29,0.71,32,11,9,12,88.4,1,3.7,2,0,89.3,GREEN
SGR_ZONE_018,7,12.29,0.71,31,10,9,12,91.6,0,3.9,1,0,82.6,GREEN
SGR_ZONE_018,8,12.29,0.71,32,11,9,12,90.8,0,3.7,1,0,82.3,GREEN
SGR_ZONE_018,9,12.29,0.71,30,10,9,11,89.9,1,4.0,1,0,76.9,GREEN
SGR_ZONE_018,10,12.29,0.71,30,10,9,11,87.6,1,4.0,2,0,86.1,GREEN
SGR_ZONE_018,11,12.29,0.71,33,11,9,13,89.8,1,3.6,3,0,100.0,GREEN
SGR_ZONE_018,12,12.29,0.71,31,10,9,12,82.2,1,3.9,1,0,76.9,GREEN
SGR_ZONE_019,1,7.98,0.71,21,7,6,8,89.0,1,5.7,1,0,67.6,AMBER
SGR_ZONE_019,2,7.98,0.71,20,7,6,7,95.1,0,6.0,3,0,89.0,GREEN
SGR_ZONE_019,3,7.98,0.71,22,7,6,9,100.0,0,5.4,1,0,77.0,GREEN
SGR_ZONE_019,4,7.98,0.71,19,6,5,8,81.0,1,6.3,1,0,64.4,AMBER
SGR_ZONE_019,5,7.98,0.71,22,7,6,9,95.8,0,5.4,2,0,85.3,GREEN
SGR_ZONE_019,6,7.98,0.71,22,7,6,9,91.1,0,5.4,2,0,83.5,GREEN
SGR_ZONE_019,7,7.98,0.71,18,6,5,7,81.3,1,6.6,2,0,71.5,GREEN
SGR_ZONE_019,8,7.98,0.71,19,6,5,8,79.5,2,6.3,2,0,71.8,GREEN
SGR_ZONE_019,9,7.98,0.71,22,7,6,9,95.5,0,5.4,2,0,85.2,GREEN
SGR_ZONE_019,10,7.98,0.71,18,6,5,7,80.5,1,6.6,2,0,71.2,GREEN
SGR_ZONE_019,11,7.98,0.71,20,7,6,7,95.8,0,6.0,1,0,69.3,AMBER
SGR_ZONE_019,12,7.98,0.71,18,6,5,7,77.4,2,6.6,1,0,58.0,AMBER
SGR_ZONE_020,1,3.1,0.72,11,3,3,5,100.0,0,11.0,2,0,75.0,GREEN
SGR_ZONE_020,2,3.1,0.72,11,3,3,5,100.0,0,11.0,2,0,75.0,GREEN
SGR_ZONE_020,3,3.1,0.72,12,4,3,5,100.0,0,10.1,3,0,85.0,GREEN
SGR_ZONE_020,4,3.1,0.72,12,4,3,5,100.0,0,10.1,2,0,75.0,GREEN
SGR_ZONE_020,5,3.1,0.72,12,4,3,5,100.0,0,10.1,1,0,65.0,AMBER
SGR_ZONE_020,6,3.1,0.72,11,3,3,5,100.0,0,11.0,3,0,85.0,GREEN
SGR_ZONE_020,7,3.1,0.72,12,4,3,5,100.0,0,10.1,1,0,65.0,AMBER
SGR_ZONE_020,8,3.1,0.72,14,4,4,6,100.0,0,8.6,3,0,88.0,GREEN
SGR_ZONE_020,9,3.1,0.72,10,3,3,4,100.0,0,12.1,2,0,72.0,GREEN
SGR_ZONE_020,10,3.1,0.72,11,3,3,5,100.0,0,11.0,1,0,65.0,AMBER
SGR_ZONE_020,11,3.1,0.72,10,3,3,4,100.0,0,12.1,1,0,62.0,AMBER
SGR_ZONE_020,12,3.1,0.72,13,4,3,6,100.0,0,9.3,1,0,68.0,AMBER
SGR_ZONE_021,1,8.48,0.36,18,6,5,7,75.5,2,3.4,2,0,67.2,AMBER
SGR_ZONE_021,2,8.48,0.36,18,6,5,7,72.1,2,3.4,2,0,65.8,AMBER
SGR_ZONE_021,3,8.48,0.36,19,6,5,8,74.7,2,3.2,3,0,79.9,GREEN
SGR_ZONE_021,4,8.48,0.36,22,7,6,9,88.0,1,2.8,1,0,70.2,GREEN
SGR_ZONE_021,5,8.48,0.36,18,6,5,7,67.1,3,3.4,1,0,51.8,AMBER
SGR_ZONE_021,6,8.48,0.36,21,7,6,8,91.8,0,2.9,2,0,80.7,GREEN
SGR_ZONE_021,7,8.48,0.36,18,6,5,7,68.2,3,3.4,3,0,72.3,GREEN
SGR_ZONE_021,8,8.48,0.36,22,7,6,9,97.7,0,2.8,3,0,96.1,GREEN
SGR_ZONE_021,9,8.48,0.36,19,6,5,8,79.6,2,3.2,3,0,81.9,GREEN
SGR_ZONE_021,10,8.48,0.36,21,7,6,8,79.1,2,2.9,2,0,71.6,GREEN
SGR_ZONE_021,11,8.48,0.36,18,6,5,7,74.4,2,3.4,2,0,66.7,AMBER
SGR_ZONE_021,12,8.48,0.36,20,7,6,7,87.3,1,3.0,2,0,73.9,GREEN
SGR_ZONE_022,1,9.24,0.7,25,8,7,10,99.1,0,4.7,2,0,89.7,GREEN
SGR_ZONE_022,2,9.24,0.7,22,7,6,9,81.3,1,5.3,3,0,87.5,GREEN
SGR_ZONE_022,3,9.24,0.7,24,8,7,9,91.5,0,4.9,1,0,73.6,GREEN
SGR_ZONE_022,4,9.24,0.7,24,8,7,9,85.6,1,4.9,2,0,79.2,GREEN
SGR_ZONE_022,5,9.24,0.7,25,8,7,10,95.2,0,4.7,3,0,98.1,GREEN
SGR_ZONE_022,6,9.24,0.7,24,8,7,9,88.7,1,4.9,3,0,90.5,GREEN
SGR_ZONE_022,7,9.24,0.7,21,7,6,8,78.3,2,5.6,2,0,71.3,GREEN
SGR_ZONE_022,8,9.24,0.7,25,8,7,10,88.5,1,4.7,2,0,83.4,GREEN
SGR_ZONE_022,9,9.24,0.7,25,8,7,10,97.9,0,4.7,1,0,79.1,GREEN
SGR_ZONE_022,10,9.24,0.7,25,8,7,10,87.6,1,4.7,1,0,73.1,GREEN
SGR_ZONE_022,11,9.24,0.7,23,8,6,9,87.3,1,5.1,2,0,79.9,GREEN
SGR_ZONE_022,12,9.24,0.7,23,8,6,9,85.4,1,5.1,1,0,69.2,AMBER
